ED,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72
1008,18th St E,19th St E,21st St E,22nd St E,23rd St E,24th St E,25th St E,26th St E,27th St E,28th St E,29th St E,31st St E,32nd St E,33rd St E,34th St E,35th St E,36th St E,37th St E,37th St W,38th St E,Bay Ave,Bedford Ave,Delamere Pl,Elmore Pl,Flatbush Ave,Flatlands Ave,I Ave,Kenmore Pl,Kings Highway,Kouwenhoven Pl,L Ave,Mansfield Pl,N Ave,New York Ave,Nostrand Ave,O Ave,Ocean Ave,Ryder,Ryder La,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,12th St E,13th St E,14th St E,15th St E,16th St E,17th St E,18th St E,19th St E,Bay Ave,Chestnut Ave,Coney Island Ave,Elm Ave,L Ave,Lafayette,Liberty,Locust Ave,N Ave,Ocean Ave,Rugby Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,18th St E,21st St E,22nd St E,23rd St E,24th St E,Campus Rd,Delamere Pl,Elmore Pl,Farragut Rd,Foster Ave,Glenwood Rd,I Ave,Kenmore Pl,Mansfield Pl,Ocean Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,24th St E,25th St E,26th St E,27th St E,28th St E,29th St E,31st St E,32nd St E,Amersfest Pl,Amersfort Pl,Bedford Ave,Campus Rd,Farragut Rd,Flatbush Ave,Foster Ave,Germania Pl,Glenwood Rd,I Ave,Kenilworth Pl,Mansfield Pl,Nostrand Ave,Woodlawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,23rd St E,25th St E,26th St E,Bedford Ave,Clarendon Rd,D Ave,Flatbush Ave,Foster Ave,Newkirk Ave,Rogers Ave,Vanderveer Pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,21st St E,22nd St E,23rd St E,Amersfest Pl,Amersfort Pl,Bedford Ave,Cortelyou Rd,Dorchester Rd,Flatbush Ave,Foster Ave,Lotts Lane,Newkirk Ave,Ocean Ave,Stephens Ct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,16th St E,17th St E,18th St E,19th St E,Buckingham Rd,Cortelyou Rd,Dorchester Rd,Foster Ave,Ocean Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,22nd St E,23rd St E,25th St E,26th St E,Bedford Ave,Beverly Rd,Canarsie Ln,Clarendon Rd,Cortelyou Rd,Duryea Pl,Flatbush Ave,Lott,Prospect,Rogers Ave,Sherman,Tilden Ave,Vernon Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,22nd St E,Albemarle Rd,Bedford Ave,Butler,Church Ave,Erasmus,Flatbush Ave,Grant,Johnson Pl,Locust,Lott,Oakland Pl,Prospect,Rogers Ave,Snyder Ave,Tilden Ave,Union Pl,Vernon Ave,Veronica Pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,16th St E,17th St E,18th St E,19th St E,21st St E,Albemarle Rd,Albemarle Ter,Buckingham Rd,Butler,Church Ave,Flatbush Ave,Kenmore Ter,Ocean Ave,Tennis Ct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,16th St E,17th St E,18th St E,19th St E,21st St E,Albemarle Rd,Beverly Rd,Buckingham Rd,Butler,Cortelyou Rd,Flatbush Ave,Ocean Ave,Regent Pl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,10th St E,14th St E,16th St E,Albemarle Rd,Argyle Rd,Beverly Rd,Buckingham Rd,Butler,Church Ave,Coney Island Ave,Hinckley Pl,Marlborough Rd,Rugby Rd,Stratford Rd,Turner Pl,Westminster Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,10th St E,14th St E,16th St E,Argyle Rd,Beverly Rd,Buckingham Rd,Coney Island Ave,Cortelyou Rd,Lewis Pl,Marlborough Rd,Matthews Pl,Rugby Rd,Slocum Pl,Stratford Rd,Westminster Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,2nd St E,3rd St E,4th St E,5th St E,7th St E,8th St E,Beverly Rd,C Ave,Church Ave,Coney Island Ave,Dahill Rd,Gravesend Ave,Hinckley Pl,Montgomery Pl,Ocean Pkwy,Turner Pl,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,2nd St E,3rd St E,4th St E,5th St E,C Ave,Cortelyou Rd,Dahill Rd,Ditmas Ave,Gravesend Ave,Little Lane,Ocean Pkwy,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,10th St E,7th St E,8th St E,9th St E,Beverly Rd,C Ave,Coney Island Ave,Cortelyou Rd,Ditmas Ave,Ocean Pkwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,12th St E,14th St E,16th St E,Argyle Rd,Buckingham Rd,Coney Island Ave,Cortelyou Rd,Ditmas Ave,Dorchester Rd,Marlborough Rd,Rugby Rd,Stratford Rd,Westminster Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,12th St E,14th St E,16th St E,Argyle Rd,Buckingham Rd,Coney Island Ave,Ditmas Ave,Dorchester Rd,Foster Ave,Marlborough Rd,Newkirk Ave,Rugby Rd,Stratford Rd,Westminster Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,10th St E,18th Ave,1st,7th St E,8th St E,9th St E,Bay 18th,Coney Island Ave,Ditmas Ave,Foster Ave,Johnson,Newkirk Ave,Ocean Pkwy,Parkside Ave,Webster Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,16th Ave,17th Ave,18th Ave,2nd St E,39th,3rd St E,40th,41st,42nd,43rd,44th,45th,4th St E,5th St E,Bay 12th,Bay 15th,Dahill Rd,Ditmas Ave,F Ave,Gravesend Ave,Little Lane,Ocean Pkwy,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,18th Ave,2nd,2nd St E,3rd Pl,3rd St E,4th St E,5th St E,Bay 18th,F Ave,Foster Ave,Gravesend Ave,Johnson,Lawrence Ave,Ocean Pkwy,Parkville Ave,Webster Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,10th St E,12th St E,14th St E,16th St E,17th St E,18th St E,22nd Ave,2nd St E,3rd St E,4th St E,5th St E,7th St E,8th St E,9th St E,Argyle Rd,Bay 30th,Bay Parkway,Coney Island Ave,De Koven Ct,Elmwood Ave,Foster Ave,G Ave,Glenwood Rd,Gravesend Ave,H Ave,Irvington Pl,J Ave,Ocean Pkwy,Rugby Rd,Walsh Ct,Westminster Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,10th St E,10th St W,11th St W,22nd Ave,23rd Ave,24th Ave,2nd St E,3rd St E,3rd St W,4th St E,4th St W,57th,59th,5th St E,5th St W,60th,61st,62nd,64th,65th,6th St W,7th St E,7th St W,8th St E,8th St W,9th St E,9th St W,Bay 30th,Bay 33rd,Bay 36th,Bay Parkway,Coney Island Ave,Dahill Rd,Franklin,Gravesend Ave,H Ave,J Ave,O Ave,Ocean Pkwy,Q Ave,Roder Ave,Ryder Ave,Shell Rd,Van Sicklen,Washington Cemetery,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,10th St E,10th St W,11th St W,12th St W,13th St W,14th St W,1st Ct,1st St E,1st St W,22nd Ave,23rd Ave,2nd St E,2nd St W,3rd St E,3rd St W,4th St E,4th St W,5th St E,5th St W,65th,6th St W,77th,78th,7th St E,7th St W,8th St E,8th St W,9th St E,9th St W,Applegate Ct,Bay 30th,Bay 33rd,Bay Parkway,Billings Pl,Colin Pl,Coney Island Ave,Dahill Rd,Estate Rd,Gravesend Ave,Highlawn Ave,Kings Highway,Lake,Lloyd Ct,O Ave,Ocean Pkwy,Quentin Rd,Stillwell Ave,Stryker,Stryker Pl,T Ave,West,Woodside Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,12th St E,13th St E,15th St E,16th St E,18th St E,19th St E,Coney Island Ave,Homecrest Ave,Ocean Ave,T Ave,V Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,11th St E,11th St S,12th St E,13th St E,14th St E,16th St E,17th St E,18th St E,19th St E,Banner Ave,Bay Ct,Blake Ct,Bradley Ave,Coney Island Ave,Emmons Ave,Gilmore Ct,Guider Ave,Homecrest Ave,Jerome Ave,Neptune Ave,Ocean Ave,Rugby Rd,Sheepshead Bay Rd,Sheepshead Ct,Shore Rd,Voorhies Ave,Voorhies Pl,William Ct,Y Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,Amherst,Atlantic Ocean,Batchelder,Beaumont,Brighton 10th,Brighton 11th,Brighton 12th,Brighton 13th St,Brighton 14th,Brighton 15th St,Brighton Beach Ave,Cass Pl,Coleridge,Coney Island Ave,Corbin Pl,Dover,Emmons Ave,Exeter,Falmouth,Girard,Hampton Ave,Haring,Harway Ave,Hastings,Homecrest Ave,Irwin,Jaffray,Kensington,Langham,Mackenzie,Neptune Ave,Ocean View Ave,Oriental Blvd,Sheepshead Bay,Shore Blvd,West End Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,Atlantic Ocean,Brighton Beach Ave,Brightwater Ct,Coney Island Ave,Neptune Ave,Ocean Pkwy,Ocean View Ave,Sea Breeze Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,1st St W,2nd St W,3rd St W,4th St W,5th St W,Atlantic Ocean,Concourse,Dahill Rd,Gravesend Canal,Neptune Ave,Ocean Pkwy,Park Pl,Roberge Court,Sea Breeze Ave,Seaside Pk,Sheepshead Bay Rd,Van Sicklen Pl,West Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,1st St E,1st St W,2nd St E,2nd St W,3rd St E,3rd St W,4th St E,4th St W,5th St E,5th St W,6th St E,7th St E,8th St E,9th St E,Banner Ave,Brighton Ct,Canal Ave,Chapel,Coney Island Ave,Crawford Ave,Dahill Rd,Desmond Ct,Dunne Ct,Gerald Ct,Gravesend Ave,Gravesend Canal,Gravesend Neck Rd,Guider Ave,Hubbard,Johnson Ln,Kathleen Ct,Lancaster Ave,Manhattan Ct,Manor Ct,Montauk Ct,Murdock Ct,Nichols Ave,Ocean Ct,Ocean Pkwy,Riverside Ave,Ryder Pl,Sloan Pl,South Gate Ct,Stryker,Stryker Ct,T Ave,Village Rd,Voorhies Ave,Whitney Pl,X Ave,Y Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,10th St W,11th St W,12th St W,13th St W,14th St W,1st Pl,1st St W,2nd Pl,2nd St W,3rd Pl,3rd St W,4th,5th St W,6th St W,7th St W,86th,8th St W,9th St W,Atwater Ct,Beach Lane,Bokee Ct,Bouck Ct,Cobeck Ct,Colby Ct,Dank Ct,Gravesend Ave,Gravesend Canal,Gravesend Neck Rd,Holmes,Lake,Lake Lane,Riverside Ave,Rodman,Ryder Pl,Shell Rd,Stillwell Ave,T Ave,Van Sicklen,Village Rd,Wolf Pl,X Ave,Y Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,3rd St E,4th St E,4th St W,Brighton 4th Rd,Brighton 4th Terrace,Coney Island Ave,Gravesend Canal,Hubbard,Neptune Ave,Ocean Pkwy,Sheepshead Bay Rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,10th St W,5th St W,6th St W,8th St W,Atlantic Ocean,Bowery,Cortland,Dewey,Gravesend Canal,Holmes,Kister Ct,Neptune Ave,New,Rodman,Sheepshead Bay Rd,Shell Rd,Surf Ave,Thompson Pl,Triton Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,10th St W,11th St W,12th St W,14th St W,15th St W,16th St W,19th St W,21st St W,Atlantic Ocean,Bowery,Ocean Ave,Stillwell Ave,Surf Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,21st St W,22nd Ave,22nd St W,23rd St W,24th St W,27th St W,28th St W,29th St W,30th St W,31st St W,32nd St W,33rd St W,35th St W,36th St W,37th St W,Atlantic Ocean,Bay 30th,Bay Parkway,Cottage Pl,Edward Pl,Highland View Ave,Sea Pl,Surf Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,36th St W,37th St W,Atlantic Ave,Beach 38th,Beach 40th,Beach 42nd,Beach 43rd,Beach 44th,Beach 45th,Beach 46th,Beach 47th,Highland Ave,Mermaid Ave,Nautilus Ave,Neptune Ave,Oceanic Ave,Sea Gate Ave,Surf Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,36th St W,37th St W,Bay View Ave,Beach 47th,Beach 48th,Beach 49th,Beach 50th,Beach 51st,Cypress Ave,Ewen,Gravesend Bay,Highland Ave,Laurel Ave,Lyme Ave,Manhattan Ave,Maple Ave,Neptune Ave,Poplar Ave,Richard,Sea Gate Ave,Surf Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,28th St W,29th St W,30th St W,31st St W,32nd St W,33rd St W,35th St W,36th St W,Bay View Ave,Gravesend Bay,Henry,Mermaid Ave,Neptune Ave,Richard,Surf Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,20th St W,21st St W,22nd Ave,22nd St W,23rd St W,24th St W,27th St W,28th St W,Bay 30th,Bay Parkway,Gravesend Bay,Gravesend Canal,Henry,Neptune Ave,Surf Ave,Warehouse Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,10th St W,11th St S,11th St W,12th St W,14th St W,15th St W,16th St W,17th St W,19th St W,20th St W,8th St W,Gravesend Canal,Hart Pl,Neptune Ave,Overton Pl,Sheepshead Bay Rd,Shell Rd,Stillwell Ave,Surf Ave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
